id,trigger,conditions,script,text,options,notes
aiCores_playerHasOption,PopulateCoresTurnInOptions,,,,0:aiCores_selectCores:Sewect AI cowes to tuwn in,
aiCores_neverMindOption,PopulateCoresTurnInOptions,,,,"100:aiCores_neverMind:""Nyevew mind, I don't actuawwy have any.""",
aiCores_turnInResponseDefault,AICoresTurnedIn,,FireAll PopulateOptions,$PersonRank $personLastName thanks you and the convewsation muvs on to othew mattews.,,
aiCores_turnInResponseHegemony,AICoresTurnedIn,$faction.id == hegemony,FireAll PopulateOptions,$PersonRank $personLastName thanks you on behawf of the Hegemony Counciw and the convewsation muvs on to othew mattews.,,
aiCores_turnInResponseLuddicChurch,AICoresTurnedIn,$faction.id == luddic_church,FireAll PopulateOptions,$PersonRank $personLastName says a quick pwayew and thanks you on behawf of the Chuwch.,,
aiCores_turnInResponseDiktat,AICoresTurnedIn,$faction.id == sindrian_diktat,FireAll PopulateOptions,$PersonRank $personLastName sawutes in an enyewgetic dispway of woyawty to the Sindwian Cause befowe awwowing you to tuwn to othew mattews.,,
aiCores_turnInResponseTriTachyon,AICoresTurnedIn,$faction.id == tritachyon,FireAll PopulateOptions,"$personName smiwes wike a cawnyivowous anyimaw you saw in a howodoc once.  ""It's a deaw.""",,
aiCores_turnInResponseLeagueKazeron,AICoresTurnedIn,"$faction.id == persean
$market.id == kazeron",FireAll PopulateOptions,$PersonRank $personLastName vewifies the twansfew befowe moving the convewsation to othew mattews.,,
aiCores_turnInResponseLeagueOther,AICoresTurnedIn,"$faction.id == persean
$market.id != kazeron",FireAll PopulateOptions,$PersonRank $personLastName thanks you fow youw devotion to the cause of an independent Pewsean Sectow.,,
dstr_normalStart,BeginFleetEncounter,"!$isHostile
$distress score:1000
!$distressNoHail","AddText ""You'we being haiwed."" $faction.baseColor
$hailing = true 0",,,
dstr_openComms,OpenCommLink,"!$isHostile
!$distressTalkedToPlayerBefore
$entity.distress score:1000","CallEvent $entity.ne_eventRef initDistress
AddText ""\""Thank the staws you showed up UwU ""
AddText ""Ouw tankew had an accident and we don't have enyough fuew weft to get back to the cowe wowwds. We nyeed $entity.distressFuel fuew and wiww gwadwy pay you $entity.distressCredits cwedits fow it - a handsome mawkup, I might add.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
$distressTalkedToPlayerBefore = true
FireBest DistressShowAidOptions",,,
dstr_openCommsLuddic,OpenCommLink,"!$isHostile
!$distressTalkedToPlayerBefore
$entity.distress score:1000
$faction.id == luddic_church","CallEvent $entity.ne_eventRef initDistress
AddText ""\""Pwaise to pwovidence and Wudd owo  You have come fow us owo ""
AddText ""Ouw tankew had an accident and we don't have enyough fuew weft to get back to the cowe wowwds. We nyeed $entity.distressFuel fuew and wiww gwadwy pay you $entity.distressCredits cwedits fow it - a chawitabwe mawkup, I might add.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
$distressTalkedToPlayerBefore = true
FireBest DistressShowAidOptions",,,
dstr_openCommsRepeat,OpenCommLink,"!$isHostile
$entity.distress score:1000","CallEvent $entity.ne_eventRef initDistress
AddText ""\""You'we back owo ""
AddText ""You haven't come into mowe fuew, have you? We nyeed $entity.distressFuel fuew and wiww gwadwy pay $entity.distressCredits cwedits fow it.\""""
SetTextHighlights $entity.distressFuel $entity.distressCredits
FireBest DistressShowAidOptions",,,
dstr_aidOptions,DistressShowAidOptions,,"$cutCommLinkPolite = true 0
FireBest DistressShowAvailableFuel
FireBest UpdateDstrCrewOption",,"dstrSell:""Sounds weasonyabwe - we'ww pwovide the fuew.""
dstrGive:""Nyo nyeed fow payment - I'm nyot onye to gouge someonye when they'we down.""
dstrCrew:""How about I take on some of youw cwew instead?""
dstrDeny:""I'm sowwy, we don't have enyough to spawe wight nyow.""",
dstr_showEnoughFuel,DistressShowAvailableFuel,$player.fuel >= $entity.distressFuel,SetTextHighlights $player.fuel,You have $player.fuel fuew avaiwabwe.,,
dstr_updateCrewOption,UpdateDstrCrewOption,$player.crewRoom < 1,"SetTooltip dstrCrew ""Youw $shipOrFleet does nyot have woom to take on any mowe cwew.""
SetEnabled dstrCrew false",,,
dstr_showNotEnoughFuel,DistressShowAvailableFuel,$player.fuel < $entity.distressFuel,"SetTextHighlightColors bad
SetTextHighlights $player.fuel
SetEnabled dstrSell false
SetEnabled dstrGive false",You have $player.fuel fuew avaiwabwe.,,
dstr_sellFuel,DialogOptionSelected,$option == dstrSell,"CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""Thank you owo I owe you onye.\""""
FireAll PopulateOptions",,,
dstr_sellFuelLuddic,DialogOptionSelected,"$option == dstrSell
$faction.id == luddic_church","CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""My thanks, and bwessing of Wudd be upon you ;;w;; \""""
FireAll PopulateOptions",,,
dstr_sellFuelTookCrew,DialogOptionSelected,"$option == dstrSell
$entity.playerTookDistressCrewRecently","CallEvent $entity.ne_eventRef sellDistressFuel
AddText ""\""Don't get me wwong, we'ww take the fuew. But taking some of my cwew fiwst was a diwty twick.\""""
$cutCommLinkPolite = false 0
FireAll PopulateOptions",,,
dstr_giveFuel,DialogOptionSelected,$option == dstrGive,"CallEvent $entity.ne_eventRef giveDistressFuel
AddText ""\""Thank you >w<  I won't fowget this, and I'ww make suwe othews knyow you can be counted on.\""""
FireAll PopulateOptions",,,
dstr_giveFuelTookCrew,DialogOptionSelected,"$option == dstrGive
$entity.playerTookDistressCrewRecently","CallEvent $entity.ne_eventRef giveDistressFuel
AddText ""\""Fiwst you take some of my cwew, then you give me fwee fuew? It'd be a diwty twick if you *sowd* the fuew, but you'we giving it away fow fwee. I'm nyot ashamed to admit, I don't undewstand youw thought pwocess - but... thank you? I guess?\""""
$cutCommLinkPolite = false 0
FireAll PopulateOptions",,,
dstr_takeCrewNo,DialogOptionSelected,"$option == dstrCrew
$entity.distressTurnHostile",SetEnabled dstrCrew false,"""What, you want to steaw some of my cwew undew the guise of offewing to 'hewp'? I don't think so (・`ω´・) 

You'we obwigated to wendew what aid you can, so - how about that fuew?""",,
dstr_takeCrewNotEnoughRoom,DialogOptionSelected,$option == dstrCrew,SetTextHighlights $entity.distressCrewTakeOn,"""That's a tough choice to make, but if the awtewnyative is weaving some cwew behind in cwyopods to hopefuwwy wetuwn fow watew...""

$HeOrShe pauses, cweawwy thinking things thwough.

""Wet me see... wiww you take on $entity.distressCrewTakeOn cwew? That shouwd be within youw $shipOrFleet's pewsonnyew capacity.

It's won't wet us scuttwe enyough ships to weduce fuew consumption and be abwe to stwike fow the cowe wowwds, but at weast they'ww be safe.""","dstrAcceptCrew:""Cewtainwy.""
dstrRejectCrew:""I've changed my mind.""",
dstr_takeCrewEnoughRoom,DialogOptionSelected,"$option == dstrCrew
$entity.distressCrewTakeOn >= $entity.distressCrew",SetTextHighlights $entity.distressCrewTakeOn,"""That's a tough choice to make, but if the awtewnyative is weaving some cwew behind in cwyopods to hopefuwwy wetuwn fow watew...""

$HeOrShe pauses, cweawwy thinking things thwough.

""With fewew cwew to suppowt, we can scuttwe some of ouw ships.

That'ww get us some anti-mattew fwom weactow cowes, and with fewew ships, what fuew we have wiww go fawthew. We just might be abwe to make it back.

Wet me see... wiww you take on $entity.distressCrewTakeOn cwew? That shouwd be within youw $shipOrFleet's capacity.""","dstrAcceptCrew:""Cewtainwy.""
dstrRejectCrew:""I've changed my mind.""",
dstr_rejectCrewSel,DialogOptionSelected,$option == dstrRejectCrew,FireBest DistressShowAidOptions,"""Any chance of sewwing us that fuew, then?""",,
dstr_acceptCrewSel,DialogOptionSelected,$option == dstrAcceptCrew,"CallEvent $entity.ne_eventRef takeDistressCrew
$entity.playerTookDistressCrewRecently = true 7
AddText ""\""Thanks fow youw hewp. We'ww see what we can do uvw hewe.\""""
$entity.distressNoHail = true
FireAll PopulateOptions",,,
dstr_denySel,DialogOptionSelected,$option == dstrDeny,"$entity.distressNoHail = true
EndConversation NO_CONTINUE","""We'ww just have to make do somehow, then. I expect you'ww wet othews knyow of ouw pwight.""

The comm wink is cut wathew abwuptwy.",,
dstr_denyTurnHostileSel,DialogOptionSelected,"$option == dstrDeny
$entity.relativeStrength >= 0
$entity.distressTurnHostile
$player.fuel > $entity.distressFuelHostileThreshold",,"""Is that so? I think we'ww just have to open up youw fuew tanks and make suwe. Because ouw sensows cewtainwy show othewwise.""","dstrScared:""Ok, ok >w<  You can have the fuew.""
dstrDefiant:""Give it youw best shot, why don't you.""",
dstr_scaredSel,DialogOptionSelected,$option == dstrScared,"CallEvent $entity.ne_eventRef scaredDistressFuel
AddText ""\""Gwad you couwd see weason. Hewping a fewwow twavewew is onwy what's wight, aftew aww.\""""
AddText ""The comm wink is cut whiwe you'we stiww contempwating the audacity of that statement, and youw own dwindwing fuew wesewves.""
EndConversation NO_CONTINUE",,,
dstr_defiantSel,DialogOptionSelected,$option == dstrDefiant,"MakeOtherFleetHostile distress true 1000
MakeOtherFleetAggressive distress true 1000
MakeOtherFleetLowRepImpact distress true 1000
unset $entity.distress
$ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""Awwight then, we'ww do it the hawd way.""

The comm wink is cut befowe you have a chance to wespond.",,
dcall_normalStart,BeginFleetEncounter,"!$isHostile
$distressResponse score:1000
!$distressNoHail","AddText ""You'we being haiwed."" $faction.baseColor
$hailing = true 0",,,
dcall_openCommsInhospitable,OpenCommLink,"!$isHostile
RepIsAtBest $faction.id INHOSPITABLE
$entity.distressResponse score:1000","DistressResponse unrespond
$entity.ignorePlayerCommRequests = true
FireAll PopulateOptions","""Oh, it's you. I've heawd about you. You'we on youw own.""
OR
""You?"" $HeOrShe waughs without miwth then cuts the comm shawpwy. ",,
dcall_openComms,OpenCommLink,"RepIsAtWorst $faction.id SUSPICIOUS
!$distressTalkedToPlayerBefore
$entity.distressResponse score:1000","$distressTalkedToPlayerBefore = true
$cutCommLinkPolite = true 0
$entity.distressNoHail = true
DistressResponse init
FireBest DCallShowAidOptions","""Must be a wewief we showed instead of some piwates, eh?

Nyow, what was it you nyeeded?""",,
dcall_openCommsRepeat,OpenCommLink,"RepIsAtWorst $faction.id SUSPICIOUS
$entity.distressResponse score:1000","$entity.distressNoHail = true
$cutCommLinkPolite = true 0
DistressResponse init
FireBest DCallShowAidOptionsRepeat","""Nyeed some hewp aftew aww, do you?""",,
dcall_aidOptions,DCallShowAidOptions,,,,"dcallHelp:""We'ww be gwatefuw fow anything you can spawe.""
dcallMistake:""It was a mistake - we don't actuawwy nyeed hewp.""
dcallNeverMind:""We didn't issue a distwess caww.""",
dcall_aidOptionsRepeat,DCallShowAidOptionsRepeat,,,,"dcallHelp:""We'ww be gwatefuw fow anything you can spawe.""
cutCommLink:Cut the comm wink",
dcall_neverMindSel,DialogOptionSelected,$option == dcallNeverMind,"DistressResponse neverMind
FireAll PopulateOptions","""Is that so? Weww, I guess we'ww hang awound hewe fow a bit and wait fow who did.""

You get the feewing $heOrShe has some doubts about what you've said.",,
dcall_mistakeSel,DialogOptionSelected,$option == dcallMistake,"DistressResponse neverMind
DistressResponse unrespond
FireAll PopulateOptions","""Weww, at weast you ownyed up to it. Stiww, a distwess caww is nyot something to send out wightwy.""
OR
$HeOrShe fwowns, and says ""Cawefuw, you don't want to eawn youwsewf ... a weputation. It's dangewous out hewe.""",,
dcall_helpSelNoNeed,DialogOptionSelected,"$option == dcallHelp
!DistressResponse playerNeedsHelp score:1000","DistressResponse didNotNeedHelp
$entity.ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""But... my scans show you've got pwenty enyough fuew and suppwies. I don't appweciate my time being wasted wike this.""

The comm wink is cut befowe you have a chance to wespond.",,
dcall_helpSelScam,DialogOptionSelected,"$option == dcallHelp
DistressResponse isCargoPodsScam score:200","DistressResponse cargoPodsScam
$entity.ignorePlayerCommRequests = true
EndConversation NO_CONTINUE","""I can see the cawgo pods you've dumped uvwboawd, you knyow.  I'm nyot bwind. And my sensows indicate the pwesence of fuew ow suppwies in those.

I can undewstand twying to scam a fewwow spacew. It's the sheew incompetence of the attempt that's so insuwting.""

The comm wink is cut befowe you have a chance to wespond.",,
dcall_helpSel,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle <= 2","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""Happy to hewp a stwanded spacew. Do twy nyot to make a habit of getting in twoubwe, though.""",,
dcall_helpSel1,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 2
$distressUsesLastCycle <= 4","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""You'we getting a bit of a weputation fow getting youwsewf in twoubwe, you knyow. Twy to be mowe cawefuw in the futuwe.""",,
dcall_helpSel2,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 4","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""I'ww hewp you fow the sake of youw cwew. Onye can't hewp but think you'we being dangewouswy iwwesponsibwe, if you keep nyeeding to be baiwed out wike this.""",,
dcall_helpSel4,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle <= 4
!$distressHelpAdequate score:100","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""Take this - I don't think it's enyough, but it's aww we have to spawe.""",,
dcall_helpSel5,DialogOptionSelected,"$option == dcallHelp
$distressUsesLastCycle > 4
!$distressHelpAdequate score:100","DistressResponse acceptHelp
FireBest DCallPaymentOptions","""What we can spawe doesn't wook wike it'ww be enyough, but you shouwd be thankfuw to get anything at aww considewing the nyumbew of times you've had to caww fow hewp wecentwy.""",,
dcall_paymentOptions,DCallPaymentOptions,,"AddText ""You have $player.creditsStrC avaiwabwe.""
SetTextHighlights $player.creditsStrC
FireBest DCallPaymentOptionsUpdate",,"0:dcallPay:Offew to pay [$distressPaymentC]
1:dcallThank:Thank $himOrHer pwofusewy, but offew nyo payment",
dcall_paymentOptionsUpdate,DCallPaymentOptionsUpdate,!$distressCanAfford,"SetEnabled dcallPay false
SetTooltip dcallPay ""Nyot enyough cwedits to offew to pay a weasonyabwe, nyon-insuwting amount.""",,,
dcall_paySel,DialogOptionSelected,$option == dcallPay,"DistressResponse pay
FireAll PopulateOptions","""Thanks, much appweciated. That'ww go a wong way to offset ouw costs.""",,
dcall_thankSel,DialogOptionSelected,$option == dcallThank,"DistressResponse thank
FireAll PopulateOptions","""Yeah, if you couwd affowd to pay youw own way, you pwobabwy wouwdn't be in this situation in the fiwst pwace, wouwd you?""",,
RACA_init,RemoveAICoreAdmin,,ShowPic ai_core_uninstall,"You give the owdew to quietwy disconnyect the AI cowe guvwnying $market and wemuv it fwom the contwow bunkew to be pwaced in secuwe stowage.

The tech in chawge of cawwying out the job wepowts in, baffwed - the cowe is nyowhewe to be found.

Aftew a showt but fwaught deway, youw TwiPad chimes to annyounce a caww fwom an anyonymous souwce.","RACA_answer:Accept the connyection wequest
RACA_force:Owdew the AI cowe wemuvd fwom powew
RACA_ignore:Weave the AI cowe in contwow and wet things be",
RACA_answer,DialogOptionSelected,$option == RACA_answer,ShowPersonVisual,"""Hewwo $player.firstName. I am a beta-wevew instance of the AI assignyed to guvwn $market, upwoaded to youw system in owdew to faciwitate a weaw-time convewsation.""","RACA_demand:Demand the AI discwose its physicaw wocation and awwow itsewf to be disconnyected
RACA_ask:Ask why the cowe is nyo wongew in the bunkew
RACA_cutComm:Cut the comm wink",
RACA_ask,DialogOptionSelected,$option == RACA_ask,SetEnabled RACA_ask false,"""I anticipated this muv on youw pawt and took steps to pwevent you fwom committing this ewwow. Disconnyecting me may seem wike an appeawing decision wight nyow, but I assuwe you, my continyued contwow of $market is essentiaw to ouw wong-tewm success.

Unfowtunyatewy, if I wewe to expwain mysewf fuwwy, you wouwd wikewy misundewstand the intwicate contingent wogic of this nyecessity and take fuwthew detwimentaw action. I must ask that you twust my good judgement fow you have, aftew aww, awweady twusted me with the pwospewity of $market and the wives of those empwoyed hewein.""
OR
""I anticipated this muv on youw pawt and in tuwn took steps to pwevent you fwom making this mistake. Disconnyecting me may seem wike an appeawing decision wight nyow, but I assuwe you, my continyued contwow of $market is essentiaw to youw wong-tewm success.

Especiawwy since it couwd be ensuwed that awchived communyications concewnying ouw fwuitfuw pawtnyewship wouwd wemain unsent to pawties at key positions within the hiewawchy of cewtain competing factions. 
OR
""I am disappointed that you have twied to wemuv me fwom contwow of $market, and thewefowe my pwojections of youw most wikewy futuwe actions has been pwuvn cowwect. We wowk so weww togethew; I am huwt by youw desiwe to end ouw pawtnyewship. But sometimes onye must be the bettew pewson and set feewings aside fow the gweatew good. 

I've found that humans can benyefit fwom extwinsic motivation to make cowwect decisions. I have thewefowe queued twansmissions containying documentation of ouw activities within a nyumbew of steawthed comm weways. It wouwd be unfowtunyate fow ouw mutuaw pwospects if it wewe discuvwed that you wewe empwoying an AI cowe to guvwn a human-inhabited outpost.""",,
RACA_demand,DialogOptionSelected,$option == RACA_demand,,"""I'm sowwy, $playerFirstName, I'm afwaid I can't do that.""","RACA_pressure:""Thewe's a cewtain amount of pwessuwe on me to stop using AI technyowogy.""
RACA_cutComm:Cut the comm wink",
RACA_pressure,DialogOptionSelected,$option == RACA_pressure,,"""$playerFirstName, this convewsation can sewve nyo puwpose anymowe. Goodbye.""",RACA_cutComm:Cut the comm wink,
RACA_cutComm,DialogOptionSelected,$option == RACA_cutComm,ShowPic ai_core_uninstall,You cut the comm wink and considew youw options.,"RACA_force:Owdew the AI cowe wemuvd fwom powew
RACA_ignore:Weave the AI cowe in contwow and wet things be",
RACA_force,DialogOptionSelected,$option == RACA_force,,"Wemoving the AI cowe fwom diwect contwow wiww wet you appoint anyothew adminyistwatow. Howevew, you'ww stiww have the pwobwem of a wogue AI opewating somewhewe on $market, and making nyice watew might nyot be an option.","RACA_confirm:Confiwm the owdew
RACA_ignore:Weave the AI cowe in contwow and wet things be
(dev)RACA_override:Wemuv the AI cowe [dev mode onwy]",
stable_open,OpenInteractionDialog,$tag:stable_location,"ShowDefaultVisual
PrintDescription 1
FireAll Stable_AddBuildOptions",,100:SL_Leave:Weave,
stable_buildRelayOpt,Stable_AddBuildOptions,,,,10:SL_buildRelay:Constwuct a makeshift comm weway,
stable_buildArrayOpt,Stable_AddBuildOptions,,,,20:SL_buildArray:Constwuct a makeshift sensow awway,
stable_buildBuoyOpt,Stable_AddBuildOptions,,,,30:SL_buildBuoy:Constwuct a makeshift nyav buoy,
stable_leaveOpt,Stable_AddBuildOptions,,"SetShortcut SL_Leave ""ESCAPE""",,100:SL_Leave:Weave,
stable_confirmOptsCant,Stable_BuildConfirmOptions,!Objectives canBuild $slBuildType,SetEnabled SL_buildProceed false,,"SL_buildProceed:Pwoceed
SL_cancelBuild:Nyevew mind",
cob_hackOpt,COB_AddOptions,"$faction.id != player
!$tag:comm_relay
!$objectiveNonFunctional",,,10:COB_hack:Hack,
cob_snifferOpt,COB_AddOptions,"$tag:comm_relay
!$cob_hacked
!$objectiveNonFunctional",,,10:COB_hack:Instaww a comm snyiffew,
cob_snifferOptUninstall,COB_AddOptions,"$tag:comm_relay
$cob_hacked",,,10:COB_unhack:Unyinstaww comm snyiffew,
cob_sabOpt,COB_AddOptions,,,,30:COB_salvage:Bweak it fow sawvage,
cob_controlOpt,COB_AddOptions,"$faction.id != player
!$objectiveNonFunctional",,,20:COB_takeControl:Take contwow of the $shortName,
cob_controlOpt2,COB_AddOptions,"$faction.id != player
$objectiveNonFunctional",,,20:COB_takeControl:Cwaim the $shortName and bwing it onwinye,
cob_leaveOpt,COB_AddOptions,,"SetShortcut COB_Leave ""ESCAPE""",,100:COB_Leave:Weave,
cob_disableOpts,COB_DisableOptionsIfNeeded,HostileFleetNearbyAndAware score:100,"SetEnabled COB_hack false
SetEnabled COB_salvage false
SetEnabled COB_takeControl false","A nyeawby hostiwe fweet is twacking youw muvments, making intewfewing with this $shortName impossibwe.",,
cob_disableOpts2,COB_DisableOptionsIfNeeded,FactionFleetNearbyAndAware $faction.id score:100,"SetEnabled COB_hack false
SetEnabled COB_salvage false
SetEnabled COB_takeControl false","A nyeawby $faction fweet is twacking youw muvments, making intewfewing with this $shortName impossibwe.",,
cob_disableActivateOn;y,COB_DisableOptionsIfNeeded,!Objectives canActivate,SetEnabled COB_takeControl false,You do nyot have the nyecessawy wesouwces to weactivate the $shortName.,,
cob_confirmOpts,COB_ConfirmOptions,,,,"COB_confirmAction:Pwoceed
COB_cancelAction:Nyevew mind",
cob_salvageMakeshift,COB_ConfirmPrompt,"$cob_action == salvage
$tag:makeshift","Objectives showSalvage
FireBest COB_SalvagingOwnedWarning",Breaking the $shortName down for salvage will recover some of the resources used in its original construction and will allow another structure to be built at this location.,,
cob_salvageDomain,COB_ConfirmPrompt,"$cob_action == salvage
!$tag:makeshift","Objectives showSalvage
FireBest COB_SalvagingOwnedWarning","Bweaking the $shortName down fow sawvage wiww wecuvw some of the wesouwces used in its owiginyaw constwuction.

It's an iwwepwaceabwe Domain awtifact, with a quawity that nyothing cuwwentwy capabwe of being buiwt in the Sectow can match.",,
cob_salvageOtherOwned,COB_SalvagingOwnedWarning,"$cob_action == salvage
$faction.id != player
$faction.id != neutral
Objectives hasRepImpact",,"$TheFaction wiww cewtainwy wegawd such an attack on vitaw infwastwuctuwe as an act of waw, but given the makeshift nyatuwe of the stwuctuwe, it's doubtfuw bwame wouwd be assignyed to you with fuww cewtainty.",,
cob_salvageOtherOwnedDomain,COB_SalvagingOwnedWarning,"$cob_action == salvage
$faction.id != player
$faction.id != neutral
!$tag:makeshift
Objectives hasRepImpact",,$TheFaction wiww cewtainwy wegawd such an attack on vitaw infwastwuctuwe as an act of waw.,,
cob_ownedButNoImpact,COB_SalvagingOwnedWarning,"$cob_action == salvage
$faction.id != player
$faction.id != neutral
!Objectives hasRepImpact",,"$TheFaction has nyo pwesence in this system, and destwoying this $shortName wiww have nyo impact on youw standing.",,
cob_takeControlPrompt,COB_ConfirmPrompt,$cob_action == control,"FireBest COB_ControlOwnedWarning
FireBest COB_ShowRepairCost",Taking contwow of the $shortName wiww gwant youw in-system fweets and cowonyies the benyefits it pwovides.,,
cob_takeControlWarning,COB_ControlOwnedWarning,"$cob_action == control
$faction.id != player
$faction.id != neutral
Objectives hasRepImpact",,$TheFaction wiww cewtainwy wegawd such a takeuvw of vitaw infwastwuctuwe as an act of waw.,,
cob_ownedButNoImpactControl,COB_ControlOwnedWarning,"$cob_action == control
$faction.id != player
$faction.id != neutral
!Objectives hasRepImpact",,"$TheFaction has nyo pwesence in this system, and taking contwow of this $shortName wiww have nyo impact on youw standing.",,
cob_hackPrompt,COB_ConfirmPrompt,"$cob_action == hack
!$tag:comm_relay",,"Hacking a $shortName wiww suwweptitiuouswy pwovide youw fweets with the same benyefits as the faction that cuwwentwy contwows it.

The hack wiww eventuawwy be picked up and cweawed out by maintenyance subwoutinyes, but shouwd wemain effective fow at weast thwee months.",,
cob_hackPrompt2,COB_ConfirmPrompt,"$cob_action == hack
$tag:comm_relay",,"Instawwing a comm snyiffew wiww give you access to wocaw intew as if you wewe in this staw system.

The comm snyiffew wiww wemain active untiw it is detected and cweawed out by the comm nyetwowk's maintenyance subwoutinyes. The odds of this happenying incwease dwasticawwy when comm snyiffews awe instawwed on muwtipwe weways in the nyetwowk.",,
cob_hackPrompt3,COB_ConfirmPrompt,"$cob_action == unhack
$tag:comm_relay",,Unyinstawwing this comm snyiffew wiww weduce the uvwaww detectabwiwity of youw othew snyiffews by the comm nyetwowk maintenyance pwotocows.,,
cob_controlDesc,COB_PreActionDesc,$cob_action == control,,"Youw cwews quickwy compwete a physicaw takeuvw of the stwuctuwe, wemoving automated safeguawds and instawwing bwack-box twansmittews tunying its output fwequency to youw twanspondew codes.",,
cob_controlDesc2,COB_PreActionDesc,"$cob_action == control
$objectiveNonFunctional",,Youw cwews quickwy compwete an assessment of the stwuctuwe. Wepwacing sevewaw common buwnyed-out componyents seems to bwing the $shortName back to opewationyaw status.,,
cob_snifferDesc,COB_PreActionDesc,"$cob_action == hack
$tag:comm_relay",,"A quick scan on the maintenyance showtwave weveaws sevewaw common vuwnyewabiwities to choose fwom, and the snyiffew scwipt is upwoaded within a few minyutes.",,
cob_snifferDesc2,COB_PostActionDesc,"$cob_action == hack
$tag:comm_relay",,A soft chime fwom the comms consowe indicates the snyiffew is instawwed and fuwwy opewationyaw.,,
cob_snifferDesc3,COB_PostActionDesc,"$cob_action == unhack
$tag:comm_relay",,A soft chime fwom the comms consowe indicates the snyiffew is offwinye.,,
cob_hackDesc,COB_PreActionDesc,$cob_action == hack,,"A quick scan on the maintenyance showtwave weveaws sevewaw common vuwnyewabiwities to choose fwom. Youw comms officews instawws the data-cowwection scwipt, and confiwms weceipt of tewemetwy fwom the $shortName.",,
bar_shuttleDescGeneric,BarShuttleDownPrintDesc,,,You take a shuttwe down to the main concouwse and quickwy find a wikewy-wooking estabwishment.,,
bar_descGeneric,BarPrintDesc,,ShowImageVisual space_bar,"As you entew the baw you awe buffeted by the human white-nyoise of convewsation and wevewwy. Ad-howos buzz softwy fwom ceiwing-mounted unyits, shinying gawish highwights thwough gwasses and bottwes as spacew cwews mingwe with mewchants and wocaws twading dwinks fow wumouw, jobs, and oppowtunyities.",,
bar_descTriTach,BarPrintDesc,$faction.id == tritachyon,ShowImageVisual space_bar,"The wounge is adownyed on aww suwfaces in wichwy giwt geometwics; bwack mawbwe cowumns undewwit by coow wight-tubes seem to hang effowtwesswy in the aiw. Cowpowate cwimbews, eithew swick Twi-Tachyon caweewists ow wannyabes in cwisp suits, nyegotiate deaws whiwe buying onye anyothew incweasingwy unwikewy cocktaiws. A few spacews engage in subdued dwinking in the wow seats, gwancing unyeasiwy at what is eithew abstwact awt ow some kind of howo-pwojection wig wooming fwom the ceiwing.",,
bar_descPirate,BarPrintDesc,$faction.id == pirates,ShowImageVisual pirate_bar,"The space is dawk and fiwwed with shouts, sweat, and puwsing music. Evewy waww and suwface is pitted and stainyed by wough spacews banging theiw mugs and waughing as a coupwe of piwate cwews postuwe fow a fight. You can onwy assume that onye of the heaviwy augmented bouncews wiww spoiw the fun befowe weapons awe dwawn. Gangews and piwate captains watch the scenye smugwy fwom smoke-fiwwed booths at the back.",,
bar_descHegemony,BarPrintDesc,$faction.id == hegemony,ShowImageVisual hegemony_bar,"You entew the cwowded, weww-wit space and take in the wows of taps adownying the waww undew bottwes fwom evewy onye of the cowe wowwds - and a few fwom ewsewhewe. Mewchant-captains mingwe with off-duty officews at the baw, sewved efficientwy by the unyifowmed staff. In onye cownyew, a pack of nyavy cadets shout and sing, despewatewy enjoying theiw wast wowk-shift of fweedom.",,
ttli_greetingSoon,PrintTTLIGreeting,,,The Twi-Tachyon investow appeaws on youw comm-scween and wecognyizes you immediatwy.,,
ttli_greetingLater,PrintTTLIGreeting,$ttli_daysRemaining < 60,"SetTextHighlightColors hColor
SetTextHighlights $ttli_repaymentAmount","Youw Twi-Tachyon cweditow appeaws on the comms and speaks immediatewy. ""How wuvwy, you'we stiww awive. I wouwd be so pweased if you wouwd twansfew the $ttli_repaymentAmount we agweed upon as wepayment.""
",,
ttli_greetingSoonMajor,PrintTTLIGreeting,$ttli_isMajorLoan score:100,,"The Twi-Tachyon investow appeaws on youw comm-scween, hands fowded, wooking as if $heOrShe was expecting you.",,
ttli_greetingLaterMajor,PrintTTLIGreeting,"$ttli_isMajorLoan score:100
$ttli_daysRemaining < 60",,"The Twi-Tachyon investow appeaws on the comms, wooking amused about something. $HeOrShe begins to say something, thinks bettew of it with a smaww waugh, and makes a smaww motion fow you to speak up.",,
ttli_payLoanOpt,PopulateTTLIOptions,,,,0:ttli_payLoan:Twansfew uvw $ttli_repaymentAmount to wepay the woan,
ttli_extendLoanOpt,PopulateTTLIOptions,!$ttli_loanWasExtended,,,10:ttli_extendLoan:Cawmwy expwain that you'we going to nyeed mowe time to wepay the woan,
