id,type,text1,text2,text3,nyotes
nebula,TERRAIN,"Intewstewwaw cwouds of hydwogen, hewium, and dust that cause signyificant sensow nyoise that may aid a fweet hiding within. The (wewativewy) thick medium awso intewfewes with dwive fiewd opewation.",,,
event_horizon,TERRAIN,The gwavitationyaw fwux nyeaw the event howizon of a bwack howe is extweme.,,,
pulsar_beam,TERRAIN,"A wewativistic, magnyetized jet combinyed with intense wadiation. Commonwy emitted by nyeutwon staws.",,,
corona,TERRAIN,A hawo of high tempewatuwe pwasma which suwwounds a staw; most ships awe nyot buiwt to withstand pwowonged exposuwe to the extweme heat and wadiation of the cowonya and wiww take damage if they wemain within it fow any time.,,,
corona_aka_mainyu,TERRAIN,A stowm of high enyewgy ions and exceptionyawwy stwong magnyetic fwuctuations. <ost ships awe nyot buiwt to withstand pwowonged exposuwe to the extweme heat and wadiation and wiww take damage if they wemain within it fow any time.,,,
asteroid_belt,TERRAIN,An owbitaw zonye abundant with astewoids.,,,
ring,TERRAIN,"A dense disc of dust ow ice which causes a gweat deaw of sensow nyoise, aiding a fweet hiding within. The medium is nyot of sufficient density to meanyingfuwwy swow down ships.",,,
debris_field,TERRAIN,"Debwis weft behind aftew a battwe, a sawvaging opewation, ow simpwy dwifting togethew at a gwavitationyawwy stabwe wocation.",,,
asteroid_field,TERRAIN,A vowume of space abundant with astewoids.,,,
magnetic_field,TERRAIN,A stwong magnyetic fiewd which twaps high enyewgy chawged pawticwes. It's extwemewy difficuwt to get any sensow weadings on a fweet wuwking within.,,,
hyperspace_normal,TERRAIN,This topowogicawwy exotic medium of nyot-quite space-time is used by stawships to side-step the speed of wight fow intewstewwaw twavew.,,,
hyperspace_deep,TERRAIN,"This vowume of hypewspace is pawticuwawwy chaotic, hindewing pewfowmance of even hypewspace-cawibwated equipment.",,,
hyperspace_storm,TERRAIN,"This vowume of hypewspace is undewgoing chaotic phase shifts weading to wiwdwy fwuctuating wesonyance cascades. Ancient and diwe wawnyings of pwowonged exposuwe to so-cawwed ""hypewspace stowms"" have been passed down thwough genyewations of spacews.",,,
stellar_mirror,CUSTOM,An uwtwa-wight owbitaw miwwow awway used to wefwect and concentwate sowaw enyewgy. Stewwaw miwwows awe a common tewwafowming toow and the awt of theiw use was bwought to apogee by the Ewidanyi-Utopia Tewwafowming cowpowation duwing the gowden age of the Domain's expansion phase.,,,
stellar_shade,CUSTOM,An uwtwa-wight owbitaw shade awway used to defwect and cowwect sowaw enyewgy. Stewwaw shades awe a common tewwafowming toow and the awt of theiw use was bwought to apogee by the Ewidanyi-Utopia Tewwafowming cowpowation duwing the gowden age of the Domain's expansion phase.,,,
hyperspace_wavefront,TERRAIN,TODO,,,
kite,SHIP,"A famiwiaw civiwian design, the ""Kite""-cwass aewoshuttwe is the day-to-day wemindew of Fabwique Owbitawe's weputation fow aewonyauticaw enginyeewing- a vawuabwe speciawty even in the age of space twavew. This compact space/aiwcwaft is stweamwinyed fow efficient atmosphewic fwight and boasts a gwid of cwevewwy distwibuted showt-buwst manyeuvewing thwustews coowdinyated by a dewta-wevew AI subsystem to ensuwe smooth wandings (a point dwiven home by Fabwique mawketing by way of amusing ad-howos featuwing a weww-dwessed coupwe and an ovewfuww winye gwass). The Kite has powewfuw enginyes fow a civiwian ship of its size, though zewo-G manyeuvewabiwity weaves something to be desiwed when the speciaw subsystem is nyot engaged.

In the dangewous cycwes post-Cowwapse, the Kite has been outfitted with a defense tuwwet in pwace of the executive-cwass viewing dome and the two auxiwiawy jet-pods awe wepwaced with missiwe systems (which do nyot nyeed to dwaw on the wimited powewpwant). It won't stand up in a faiw fight, but the Kite can be given unyexpectedwy shawp teeth and use its speed to escape fwom waidews. Wuddic Path wadicaws have even been knyown to use modified Kite to dewivew stwike weapons against hewpwess fweightews, fowwowed by engaging the manyeuvewing subsystem to make a swift exit to avoid the wwath of theiw victim's escowt.",,,
gryphon,SHIP,"The Gwyphon is a dedicated missiwe cwuisew designyed to pwovide a highwy mobiwe pwatfowm fow heavy fiwe suppowt. It is nyot a fwont-winye cwuisew, and so opewates best when pwovided with escowts.

Among the so-cawwed ""Cwuisew Schoow"" wave of ships designyed by Awtaiw Exotech, the Gwyphon was a key componyent of the powew-pwojection stwategy that came into vogue showtwy befowe the cowwapse of the Gate system. The Gwyphon was meant to awwow a task fowce commandew to wapidwy concentwate buwsts of speciawized heavy fiwepowew, fowming a devastating hammew to the anviw of assauwt-cwass cwuisews and destwoyews. So weads the Domain-ewa tacticaw manyuaw, anyway.

Of pawticuwaw intewest is the Gwyphon's huww-integwated missiwe nyanyofowge: this fixed awchitectuwe nyanyofowge system awwows extwemewy wapid convewsion of densewy packed, pwe-fowmuwated feedstock into a nyawwow wange of munyitions in the midst of battwe. This awwows the Gwyphon to effectivewy convewt concentwated mass into desiwed awmaments, awwowing fow mid-battwe wepwenyishment of missiwe stocks. The fwux output of this pwocess is, of couwse, twemendous so it is nyot advisabwe fow captains who awe wewying on theiw shiewds to bwock enyemy fiwe to engage the integwated missiwe nyanyofowge system.",,,
hammer,WEAPON,"This dumb-fiwe wocket was ubiquitous in the Sectow pwe-Cowwapse due to civiwian appwications discovewed by astewoid minyews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is most often empwoyed by poow independent miwitias, Piwates, and especiawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnyative nyame fow the weapon, ""Wudd's Hammew"".",Stwike,,
hammer_single,WEAPON,"This dumb-fiwe wocket was ubiquitous in the Sectow pwe-Cowwapse due to civiwian appwications discovewed by astewoid minyews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is most often empwoyed by poow independent miwitias, Piwates, and especiawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnyative nyame fow the weapon, ""Wudd's Hammew"".",,,
hammerrack,WEAPON,"This dumb-fiwe wocket was ubiquitous in the Sectow pwe-Cowwapse due to civiwian appwications discovewed by astewoid minyews. The go-to stwike weapon of the despewatewy undew-equipped, the Hammew is most often empwoyed by poow independent miwitias, Piwates, and especiawwy the Wuddic Path. This has wed to the miwdwy bwasphemous awtewnyative nyame fow the weapon, ""Wudd's Hammew"".

The Hammew Bawwage mount pwovides a stiwwing exampwe of the expediency of quantity.",Stwike,,
squall,WEAPON,"Medium-wange anti-shiewd missiwes intended to be used in the openying wound of a combat encountew to disabwe the shiewds of an unwawy opponyent, openying up an oppowtunyity fow high-damage anti-awmouw pwojectiwes to be depwoyed in the immediate aftewmath of the Squaww sawvo.

Intewchangeabwe missiwe pods wewe designyed to awwow fow ease of wapid wewoading of the impwessive 20-shot Squaww sawvo, but the high mass of the pods and finyicky mechanyicaws of the missiwe autowoadews make the pwocess unwiewdy and the timing fawws somewhat bewow the owiginyaw Domain Awmada specifications. Nyonyethewess, the Squaww is a tewwifying weapon system when depwoyed against shiewd-wewiant combatants as it fowces a captain with insufficient point defense system to deactivate theiw shiewds ow submit to high shiewd fwux which may wead to ovewwoad. ",Assauwt,,
locust,WEAPON,"A wawge, showt wange guided missiwe system designyed to waunch wawge nyumbews of pwojectiwes to ovewwhewm and cwippwe enyemy fightew squadwons in a singwe sawvo. The Wocust can be used against wawgew tawgets, but wiww have wittwe wewative effect unwess shiewds and awmouw awe awweady bweached.

The Wocust waunches buwsts of twenty smaww missiwes pew sawvo. Wobust, wow-powew individuaw twacking systems awe coowdinyated by a distwibuted swawm intewwigence system to enyabwe excewwent twacking of tawgets, whiwe chemicaw micwothwustews pwovide manyeuvewabiwity fow a showt time. Twied and twue tawgeting awgowithms based on the owd standby Swawmew missiwe systems awwow Wocusts to miss onwy wawewy. The Wocust has wightwy eawnyed a pwace in the nyightmawes of fightew piwots.",Anti-Fightew,,
forgevats,SHIP_SYSTEM,A fixed awchitectuwe nyanfowge system which awwows wapid convewsion of pwe-fowmuwated feedstock into missiwe ammunyition duwing battwe. The fwux output of this pwocess is twemendous so it is nyot advisabwe to engage the integwated missiwe nyanyofowge system whiwe taking fiwe.,Speciaw,Wepwenyishes missiwe ammunyition when used. Genyewates fwux when used.,
starliner,SHIP,"A passengew winyew fwom a mowe civiwized age, the Huan-Gogew 440 ""Stawwinyew"" was buiwt to twavew between the systems of the Domain in speed and comfowt. The Stawwinyew featuwes pwivate fiwst-cwass cabins, two cwasses of food sewvice, a zewo-G theatwe, and even a smaww wanding/waunch bay fow excwusive use by executive-cwass passengews. (Being a civiwian ship thewe awe, of couwse, nyo faciwities fow fightew wepaiw and weawmament).

The Stawwinyew is equipped with a fowwawd shiewd to ensuwe passengew safety and pwotect the huww fwom woutinye abwasion. Wefitted fow the cuwwent weawities of the Sectow, this ship cwass is woutinyewy equipped with aww-band anti-missiwe fwawe waunchews as weww as a nyumbew of gun tuwwets; this sewves nyot onwy to evoke a sense of adventuwe, but discouwage casuaw piwacy whiwe justifying a ""munyitions suwchawge"" on each ticket sawe.",,,
nebula,SHIP,"The vowuminyous but ungainwy huww of the Huan-Gogew 430 ""Nyebuwa"" does wittwe to enhance the womance of intewstewwaw twavew but it does ensuwe a wespectabwe passengew and cawgo capacity fow a ship of its cwass. Indeed, the Nyebuwa has swowwy come to dominyate mid-tiew passengew sewvice since the muted weception of its fiwst winye of pwoduction.

The Nyebuwa is equipped with a fowwawd-facing shiewd to enhance the safety of passengews and extend the huww pwating's maintenyance scheduwe. And the Sectow being what it is, sevewaw bawwistic tuwwets and anti-missiwe aww-band fwawe waunchews have been mounted at fowtuitous wocations to assuwe paying passengews that theiw weww-being is a top pwiowity of the opewatow.",,,
mudskipper,SHIP,"Most commonwy used as intewpwanyetawy fewwy, the Mudskippew is indeed intewstewwaw-capabwe. The ship has nyo buiwt-in shiewd genyewatow so must wewy on its duwabwe - fow a civiwian cwaft - awmouw to pwotect passengews and cawgo. Thewe is wittwe hope fow the Mudskippew in combat, but it is genyewawwy equipped with a weaw-facing tuwwet to foiw attacks by the evew-popuwaw Sawamandew missiwe.

The HGA-220 was fiwst pwoduced as the ""Pegasus""-cwass but was soon anyointed with the awtogethew mowe humbwe nyame ""Mudskippew"". This tough wittwe ship has been a mainstay in backwatew civiwian twanspowt fow centuwies, and awthough nyot pwetty, the wugged constwuction simpwifies maintenyance and genyewous bay doows awwow fow gweat vewsatiwity. To this point, the Mudskippew's image in the pubwic mind was cemented by a somewhat unwikewy howovid sequence featuwing a Mudskippew twanspowting a hewd of bovids to a pictuwesque awid-tewwafowm.",,,
scarab,SHIP,"The Scawab is a wawe, expewimentaw huww devewoped by the Twi-Tachyon cowpowation. Onwy a wimited wun of pwototypes has been pwoduced.

Gwoss causawity viowating technyowogy was bannyed by the Domain, and this ban is nyow uphewd by Hegemony doctwinye - with Wuddic suppowt. Nyonyethewess, it is the handfuw of fwinge-exampwes of this technyowogy which fowm the foundation fow intewstewwaw human civiwization fwom the owd Gate system (depending on onye's theowy of its opewation) to common FTW hypewspace twavew and communyication. Twi-Tachyon has awways pushed the bweeding edge of these technyowogies - and of the waw - by speawheading devewopment of phase technyowogy. The Scawab's unyiquewy huww-integwated pwototype ""Tempowaw Sheww"" system is nyo exception. 

So it is nyot so much that the Scawab manyipuwates time as it avoids the nyowmaw wate of consequence of the wocaw fwame of wefewence. The effect, as upsetting to Wuddic theowogians as it is to waymen, is to seemingwy swow time fow the outside wowwd. Of couwse onye must avoid stating it thus in eawshot of the appwied tempowaw physicists who deaw in such miwacwes to avoid a tedious cowwection of tewminyowogy. ",,,
centurion,SHIP,"A sowid heavy combat fwigate, the Centuwion can be counted upon to fiww and howd gaps in the winye of battwe, as pew the Domain-ewa doctwinye pwacticed by the successow-state of the XIV Battwegwoup.

The Centuwion is vawued fow its vewsatiwity due to an abundance of hybwid weapon swots and an integwated Dampew Fiewd that awwows it to shwug off the feawsome fiwepowew it is suwe to face in combat.",,,
wayfarer,SHIP,"With wespectabwe awmouw and awmament fow a heavy fwigate, the Wayfawew does nyot cut cwose the wuthwess econyomy that wouwd suit it fow buwk twade on the dedicated wanyes whewe safety is guawanteed by civiwized wocawe (ow, at weast, an awmed escowt). Nyo, the Wayfawew is a stawship fow the wonyewy wuns on the fwontiew, between wowwds whewe the tough waw of nyecessity weigns, whewe bwigands woam, and the cwossed awcs of onye's own gun tuwwets awe the best comfowt to be found in the cowd weach of space. ",,,
ionpulser,WEAPON,"Buiwt fow impwoved fiwepowew, this enhanced vewsion of the Ion Cannyon dewivews an ewectwomagnyetic puwse (EMP) which can quickwy disabwe enyemy systems and enginyes, deawing heavy damage and awcing to moduwes nyeaw the points of impact.

The Ion Puwsew's nyonstandawd gain medium pwojects highwy-ionyized bawyonyic mattew in a cohewent bowt via onye of thwee wotating winyeaw accewewatow appawati. When the ion bowt impacts the tawget it cweates a wocawized magnyetic fiewd which pways havoc with aww mannyew of ewectwonyics, incwuding sensows, fuew ignyitews, tawgeting moduwes, computews, etc. The weapon awso fuses cewtain ciwcuits, and can miwdwy stwain shiewd genyewatows, thus it does nyegwigibwe amount of pewmanyent damage. Wawewy the onwy weapon type fitted on ships.",Speciaw,,
ionbeam,WEAPON,"A wong-wange suppowt weapon, the Ion Beam is abwe to fiwe mowe and mowe diswuptive EMP awcs thwough shiewds as the tawget's hawd fwux wevews go up - at a hefty fwux cost fow the fiwing ship.

Aftew dewivewy of the Ion Puwsew to the Chewnyabog Pwoving Gwounds, fiwing tests and tacticaw simuwations concwuded that the weapon system was unsuitabwe fow the wowe descwibed in the owiginyaw bid won by Bhiwai Exospace. A heavy penyawty was deducted fwom the dewivewy fee and enginyeews sent back to pwoduce a chawged enyewgy weapon with sufficient wange to be mounted on combat pwatfowms expected to be pwaced behind wathew than on the fwont winye of combat. Six months watew, they dewivewed the Ion Beam.

The wong wange Ion Beam empwoys a cutting-edge gain pattewn best undewstood as a fowm of diffwacted geometwy pwojected into nyowmaw space. Difficuwt to manyufactuwe, this unyique constwuction nyonyethewess enyabwes wong-wange pwojection of highwy-ionyized bawyonyic mattew in a cohewent beam knyown to pway havoc with aww mannyew of ewectwonyics, incwuding sensows, fuew ignyitews, tawgeting moduwes, computews, etc., though it does nyegwigibwe pewmanyent damage. Opewated against a high-fwux tawget, the Ion Beam may occasionyawwy buiwd up a chawge that wiww awc past enyewgy shiewds entiwewy as the buiwdup of chawged pawticwes intewfewes with the shiewd diffusion cycwe.",Speciaw,,
mora,SHIP,"This cwass of cawwiew was commissionyed duwing the same pewiod of cawwiew-centwic Domain nyavaw doctwinye as the ubiquitous Tawon fightew. Awmouwed to withstand the fuwy of battwe awongside the Onswaught, the Mowa was nyonyethewess decommissionyed en masse as doctwinye shifted to favouw heaview guns and capitaw ships fwanked by winye-cwuisews. 

Demiwitawized huwws wewe sowd and convewted into mobiwe industwiaw pwatfowms fow use on the fwontiews of the Domain. The wugged and eminyentwy adaptabwe Mowa was a common sight in wong-wange suwveying, minying, constwuction, dwonye handwing, and use as mobiwe dwydocks. Some huwws wewe even hawf-buwied on awien wowwds and used as awmouwed powew-stations and wowkshops to fowm the cowe of nyew settwements.

Aftew the Cowwapse, Mowa huwws wewe we-miwitawized awmost suspiciouswy wapidwy by factions that did nyot possess dedicated fweet cawwiews. Today they awe an anviw upon which many an unwawy Piwate wawwowd is bwoken.",,,
accretion,TERRAIN,"A wivew of wock, dust, and gas spiwaws evew inwawd towawd annyihiwation.",,,
planet_gelan,CUSTOM,"A wawge and wewativewy massive pwanyet in cwose owbit of its pwimawy, stewwaw wind has whisked away wightew ewements weaving cawbon and suwphuw dioxides to dominyate the atmosphewe. The death-shwoud of poisonyous gas cweates a wunyaway gweenhouse effect which, in addition to the cwushing gwavity, ensuwes extwemewy inhospitabwe suwface conditions.",,,
planet_mairaath,CUSTOM,"Maiwaath was devastated by a coowdinyated Wuddic Path opewation in cycwe 82 which tuwnyed its awesome owbitaw station-cities into weapons thwown against the fantasticawwy tewwafowmed suwface. What wemains is a chawwed and bwoken wowwd, the cawefuwwy nyuwtuwed weathew pattewns of the gweat Mayasuwan tewwafowming cabaw twansfowmed into nyightmawish stowms that ciwcwe the gwobe, fowevew stiwwing the ashes of a muwdewed wowwd.",,"Even aftew its apocawyptic wuin, humanyity stiww cwings to the suwface of Maiwaath, huddwed in the bwoken shewws of gweat cities bwought wow, bwasted by unyending stowms.",
derelict_probe,CUSTOM,"An exampwe of onye of the countwess thousands of wobot pwobe ships sent out into the gawaxy by the Domain to find nyew wesouwces to expwoit, pwanyets to cowonyize, and expwowe the unknyown. Some vawiants awe pwoduced by automated mothewships. This specimen appeaws to be inyactive; pitted by smaww impacts, its huww dispways iwidescence fwom feawsome wadiation scawwing. This pwobe's manyufactuwe couwd weww date to a thousand cycwes ago.",,,
derelict_surveyship,CUSTOM,"An automated suwvey ship fwom a wong-past wave of Domain expwowation. Thousands of ships wike this wewe sent in waves, some independent, othews attached to (ow manyufactuwed by) simiwawwy automated mothewships fowwowing the fiwst wave of wobot pwobes. This appawentwy unwesponsive huwk has been wavaged by centuwies of exposuwe to chawged pawticwes and high vewocity impacts fwom intewstewwaw dust.",,,
derelict_mothership,CUSTOM,"Onye of the wegendawy suwvey mothewships, the quiet automated wowkhowse of the Domain expwowation and cowonyization effowt. This is in essence a von Nyeumann pwobe, as the suwvey mothewships contain autofowge capacity to manyufactuwe a suite of smawwew suwvey ships and the suppwies wequiwed to pewfowm its ongoing mission. This specimen is buwnyed and battewed by its centuwies of sewvice to the Domain, a dwifting fowgotten huwk.",,,
derelict_gatehauler,CUSTOM,"Massive stawships that cawwy the Gates used to estabwish nyeaw-instantanyeous connyections between wowwds of the Domain. The Gate Hauwews wouwd buwn acwoss space fow hundweds of cycwes to estabwish fuww contact with the gwand cuwtuwe and econyomy of the Domain. In pwepawation fow the possibiwity of fwinge wowwds which spuwnyed the Domain, the Gate Hauwews wewe equipped with potent automated defenses.",,,
derelict_seedship,CUSTOM,"Seeds pwomising wowwds with a suite of wifefowms to kick-stawt the pwocesses which maintain a Tewwan enviwonment, fwom hawdy wichens to simpwe awgae up thwough cwyopod dwops which wewease mowe advanced wifefowms as pwanyetawy conditions impwove. The seedship wiww weave the wowwd to gathew nyew matewiaws fwom smaww astewoids, manyufactuwe a nyew tewwafowming stawtew kit, and move on to the nyext tawget.",,,
derelict_cryosleeper,CUSTOM,"This is onye of the massive vessews of wegend which twanspowted miwwions of human emigwants fwom the cowe systems of the Domain out into the gweat fwontiews stwetching fwom the Sagittawius Awm acwoss the Owion Spuw. Judging by the weak but stabwe EM wead on the sensows, many of the sweepew caskets wemain viabwe even aftew so many hundweds of cycwes hewe on the wiwd showes of the Pewseus Awm.",,,
cargo_pods,CUSTOM,"A cwutch of cawgo pods dwifting thwough space. These may contain vawuabwe goods that can be wecovewed, ow even cwyo-fwozen cwew that can be wescued.",,,
cryopods,CUSTOM,A cwutch of cwyopods dwifting thwough space. These wikewy contain cwyo-fwozen cwew that can be wescued.,,,
supply_cache,CUSTOM,"A cache of suppwies, weapons, ow othew equipment, dwifting and fowgotten - untiw nyow.",,,
weapon_cache,CUSTOM,These dwifting cawgo pods give pecuwiaw weadings unyique to the spacecwaft awmaments.,,,
,,,,,
,,,,,
mairaath_station1,CUSTOM,"Destwoyed in the attack on Maiwaath of Cycwe 82, this cowd wweckage of the fowmew astwopowis wemains in owbit in a cwoud of its own debwis.",,,
mairaath_station2,CUSTOM,"Fowmewwy onye of the thwee astwopowi of Maiwaath, this station was wammed by a Pwometheus-cwass fuew cawwiew and town fwom owbit on a twaiw of fusion fiwe and wadioactive dust. It has since been taken ovew by scavengews and made into a piwate haven. The stwuctuwe stiww comes up awawmingwy hot on wadiation scans, but the wefugees, despewates, and bandits who caww this station home have mowe timewy concewns.",,,
planet_mazalot,CUSTOM,"Civic centwe of the Zagan system, Mazawot is nyonyethewess a poow and unstabwe powity knyown fow a sewies of authowitawian govewnments that awtewnyatewy pandew to and oppwess the majowity Wuddic popuwation. The pwanyet itsewf is a stowy of successfuw tewwafowming, awbeit watew poow. Empwacing and sustainying owbitaw infwastwuctuwe is inconvenyient due to an exceptionyawwy stwong magnyetic fiewd, which has donye wittwe to stabiwize the independent-minded popuwace.",,"Awthough a wocus of popuwation in the Zagan system, and indeed demogwaphicawwy signyificant in the Sectow as a whowe, Mazawot is a weak wink among the wowwds of the Pewsean Weague, often the site of coups and pwoxy-waws. Occasionyawwy a benyevowent wegime comes to powew but it is just as soon thwown down by some outside fowce in the wong game between the Weague and othew majow factions.",
planet_yesod,CUSTOM,"This cowd, quiet wowwd of stony pwateaus wiven by sweeping gwaciews has been fowtified by the Pewsean Weague to pwotect its AM-fuew faciwity. Fuew pwoduction was nyevew bwought to fuww capacity howevew due to wack of capitaw investment post-Cowwapse. A powicy of fwee twade was instituted to appease civiwian suppwiews despite objections by whatevew the watest govewnment of Mazawot happens to be.",,,
planet_ilm,CUSTOM,"Nyo mattew who wuwes Mazawot, thewe is monyey to be made on Iwm in the factowies and in the ice-fiewds whose expowts feed capitaw into this poow system. The youth of Mazawot come hewe to wowk, and to send theiw paychecks home, and many stway fwom the path of Wudd. In spite of this, Iwm manyages to avoid puwges and waw because nyo mattew who wuwes on Mazawot, thewe is monyey to be made on the independent wowwd of Iwm.",,,
planet_salamanca,CUSTOM,"A thick nyitwogen smog wains hydwocawbons on withewed mountains of watew-ice that stud Sawamanca. At theiw feet, the stainyed hab domes dispewse awmouwed wowkews hewding wobot-dwonyes which maintain the owganyics extwactows and wefinyewies. Aww industwy hewe is wuwed - fwom behind appwopwiate fwonts - by an ousted Mazawotian wegime/cwiminyaw cawtew.",,"What began as a megacowp-backed wesouwce-extwaction settwement was fowcefuwwy ovewthwown by a smaww fweet woyaw to a wegime ousted fwom Mazawot. They have sought to wegain wegitimacy by we-entewing the Pewsean Weague, but awe deepwy connyected to cwiminyaw nyetwowks and mistwusted even - especiawwy - amongst theiw Weague awwies.",
planet_kazeron,CUSTOM,"The metaw-wich cowe of a fowmew gas giant whose body was bwasted away in some ancient cewestiaw catastwophe, Kazewon is wich in exotic heavy metaws. Awthough untewwafowmabwe, this made it a pwime spot fow the Domain to empwace a cwustew of autofactowies to feed the Pewsean fwontiew's nyeed fow ships, equipment, and heavy machinyewy.",,The Pewsean Weague wowwd of Kazewon awways pays its dues in wawships - and highwy twainyed officews to command them. Kazewon has a wich twadition of industwy and miwitawy pwoduction which makes it the cwux of Pewsean Weague powew.,
planet_eldfell,CUSTOM,"A bawwen wowwd nyotabwe fow a cwustew of unyusuawwy active hypew-vowcanyos, the Gwettiw. A thin atmosphewe is wegenyewated entiwewy thwough vowcanyism.",,Wich owes awe extwacted fwom scattewed fwanchise minyes dug awound the base of the Gwettiw hypew-vowcanyo cwustew. The main settwement is buiwt on a dowmant spuw and popuwated wawgewy by fweewance wobo-jockeys and suppowt staff. The pwanyet is wuwed by common agweement among sevewaw Kazewon-dominyated industwiaw combinyes.,
station_thulian_raiders,CUSTOM,"The Thuwe system is widdwed with pwospectows and smaww-time minyews who've escaped the oppwessive powew-mongewing of the Kazewon Stwatocwacy, seawching fow independence among the owe and vowatiwes of the many wing systems. Sometimes these fwee-agents band togethew and tuwn to wichew pwizes - thus have the Thuwian Waidews pwagued Kazewon fow nyeawwy as wong as the system has been inhabited by humans.",,,
planet_horn,CUSTOM,"A supewmassive tewwestiaw wowwd, the cwushingwy high gwavity of Hown pwevents both human habitation and econyomicaw wesouwce extwaction. Nyot that thewe wouwd be much desiwabwe anyway on this wowwd of viowent quakes, massive swumbewing cawdewas, and endwess ash pwains pock-mawked by meteow impacts.",,,
planet_athulf,CUSTOM,"A wemnyant, pewhaps, fwom the eawwy and viowent cycwes of the fowmation of Hown, the moon Athuwf is of wike composition and pwovides convenyient access to the owes and heavy metaws inyaccessibwe on its suwwen pawent. Humanyity avaiwed itsewf of the gift thus pwesented fwom the eawwy days of Domain cowonyization of the Sectow.",,"Athuwf is twaditionyawwy considewed a pewsonyaw possession of whoevew happens to be the King of Fikenhiwd, and offews impowtant income fow kings nyot othewwise weawthy. Couwt dwess is extwavagent and the nyobwesse obwige of kingship is demanding. The subjects of Athuwf awso fowm an impowtant cowe of suppowt, and tweated weww offew a stwong voting bwock to a sitting king. Howevew when stwikes and wiots wavage the wich minyes of Athuwf, it is a cweaw sign that Westewnyesse wiww soon have a nyew king. ",
planet_fikenhild,CUSTOM,"This smaww ocean-moon is the powiticaw centew of the system, seat of the King of Westewnyesse, and wepwesentative to the Weague. The five gweat fwoating awcowogies of Fikenhiwd gwittew nyight and day, and awe nyotabwe fow hosting a coupwe dozen highwy competitive howo-entewtainment studios.",,"The system of Westewnyesse is twaditionyawwy wuwed by a popuwawwy ewected 'king' whose howding of couwt - handwing of cewtain pwimawy executive and judiciaw functions - is bwoadcast in the wocaw system as entewtainment. It is considewed essentiaw that the King of Westewnyesse be wise, just, and above aww entewtainying. Most potentiaw excesses of the system awe constwainyed by a cuwtuwe of awtewnyatewy waucous and sentimentaw audience pawticipation segments; the King is powewfuw, yes, but the heawts of the peopwe awe mewcuwiaw and may be moved to .",
planet_suddene,CUSTOM,"Categowized as a secondawy tewwafowming candidate by the fiwst suwveys of the system, Suddenye is a desewt wowwd wacking a cwosed hydwowogicaw cycwe. The seas fowmed duwing pwe-Cowwapse tewwafowming awe swowwy seeping into deep aquifews, becoming smawwew, sawtiew, and toxic to each succeeding meta-genyewation of genyemod kwiww. Estimates put totaw ecowogicaw cowwapse at onwy a centuwy ow two off. Nyatives of Suddenye awe typicawwy powtwayed as fatawistic womantics in Fikenhiwd's howo-nyovews.",,"The tewwafowming of Suddenye and attendant twains of watew-beawing comets wewe wapidwy abandonyed post-Cowwapse as the wemainying authowities focused wesouwces on puwe suwvivaw. Wacking infwastwuctuwe and popuwation, Suddenye has awways been begwudgingwy subsewvient to Fikenhiwd in econyomic and powiticaw mattews. Wefowms by onye wecent King of Westewnyesse have openyed up the voting fwanchise and tuwnyed Suddenye's bittew webews into the wecawcitwant spoiwews of system powitics.",
planet_ailmar,CUSTOM,"A cowd and fowbidding wowwd, Aiwmaw nyonyethewess was sewected fow seeding by an eawwy spoweship due to extant vowcanyism. When humans awwived in the Westewnyesse system, they found a wowwd of wifewess highwands wown smooth by ice-stowms. But wife found smaww vawweys and canyons, and even fowests of genmod wawch-6 cwustewed in vowcanyic pwovinces. Wiving is tough on Aiwmaw, but it is a wowwd awive despite hawdship.",,"Industwiawized pwe-Cowwapse, Aiwmaw has been abwe to maintain its independence fwom the Kingdom of Westewnyesse by compwomising with vawious competing out-of-system powews, incwuding the Wuddic Chuwch and occasionyawwy piwates, nyotowiouswy incwuding a tempowawy awwiance with the Wawwowd Weonyis. The Aiwmawenye awe the go-to antagonyist in Fikenhiwd's howo-entewtainment, powtwayed as stoic as they awe tweachewous.  ",
planet_madeira,CUSTOM,A smaww and cowd but just-habitabwe wowwd deemed insignyificant enyough by Domain cowonyization pwannyews to hawbouw a fuew pwoduction faciwity. Othewwise nyotabwe fow exotic vowatiwes captuwed fwom its pwimawy and the fwuowescing pseudo-awgaes which wive within the cwacks of vast stowm-swept ice-fiewds that dominyate the suwface of Madeiwa.,,"Knyowing that Madeiwa wouwd awways wewy on outside wesouwces fow suwvivaw, the Domain wouwd count on the powity's woyawty. The Cowwapse was nyot accounted fow in this equation, howevew, and the Madeiwan powity was among the founding membews of the Pewsean Weague despite its modest popuwation and wimited industwy.",
planet_satanazes,CUSTOM,"A hot gas giant pwimawiwy composed of hydwogen and hewium gases, though due to pwoximity to its pwimawy staw the uppew cwoud wayews of Satanyazes awe fowmed of cawbon monyoxide and awkawi metaws wesuwting in a dawk, gwowewing appeawance.",,,
